'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:35.522',0.105,0.253,0.148,-0.179,-0.021,0.201,-0.083,-0.050,-0.036,-0.049,-0.009,-0.061,0.064,0.084,-0.051
'0:35.523',0.093,0.249,0.156,-0.172,-0.031,0.203,-0.078,-0.045,-0.031,-0.043,-0.003,-0.058,0.064,0.080,-0.051
'0:35.524',0.085,0.243,0.159,-0.165,-0.036,0.201,-0.077,-0.046,-0.031,-0.041,0.000,-0.056,0.065,0.085,-0.053
'0:35.525',0.104,0.234,0.131,-0.170,-0.013,0.182,-0.089,-0.057,-0.043,-0.054,-0.013,-0.067,0.065,0.092,-0.051
'0:35.526',0.119,0.237,0.118,-0.178,0.001,0.178,-0.093,-0.061,-0.047,-0.058,-0.017,-0.071,0.065,0.086,-0.050
'0:35.527',0.105,0.237,0.133,-0.171,-0.013,0.185,-0.093,-0.059,-0.046,-0.053,-0.013,-0.068,0.062,0.085,-0.051
'0:35.528',0.102,0.236,0.135,-0.170,-0.016,0.185,-0.091,-0.057,-0.044,-0.052,-0.012,-0.066,0.064,0.096,-0.052
'0:35.529',0.116,0.255,0.140,-0.185,-0.012,0.197,-0.085,-0.054,-0.040,-0.049,-0.009,-0.059,0.065,0.091,-0.051
'0:35.530',0.103,0.249,0.147,-0.176,-0.021,0.199,-0.090,-0.059,-0.042,-0.052,-0.013,-0.061,0.065,0.085,-0.051
'0:35.531',0.091,0.235,0.145,-0.164,-0.026,0.190,-0.092,-0.060,-0.047,-0.054,-0.015,-0.064,0.064,0.080,-0.051
'0:35.532',0.106,0.260,0.154,-0.183,-0.024,0.207,-0.083,-0.051,-0.037,-0.045,-0.004,-0.053,0.065,0.088,-0.051
'0:35.533',0.111,0.270,0.160,-0.190,-0.024,0.214,-0.082,-0.052,-0.035,-0.042,-0.001,-0.051,0.064,0.089,-0.053
'0:35.534',0.077,0.235,0.158,-0.157,-0.040,0.197,-0.098,-0.067,-0.048,-0.056,-0.013,-0.066,0.063,0.086,-0.053
'0:35.535',0.058,0.223,0.166,-0.141,-0.054,0.195,-0.098,-0.067,-0.048,-0.057,-0.014,-0.067,0.064,0.087,-0.053
'0:35.536',0.072,0.234,0.163,-0.153,-0.045,0.199,-0.091,-0.065,-0.048,-0.056,-0.013,-0.063,0.061,0.084,-0.054
'0:35.537',0.081,0.247,0.167,-0.165,-0.043,0.207,-0.091,-0.063,-0.046,-0.054,-0.011,-0.059,0.064,0.085,-0.054
'0:35.538',0.086,0.253,0.168,-0.170,-0.041,0.210,-0.090,-0.062,-0.045,-0.051,-0.006,-0.057,0.065,0.081,-0.053
'0:35.539',0.081,0.249,0.169,-0.166,-0.043,0.209,-0.091,-0.065,-0.046,-0.052,-0.007,-0.058,0.065,0.087,-0.056
'0:35.540',0.065,0.245,0.181,-0.155,-0.058,0.213,-0.089,-0.062,-0.045,-0.050,-0.005,-0.056,0.064,0.091,-0.055
'0:35.541',0.083,0.254,0.171,-0.169,-0.044,0.212,-0.092,-0.065,-0.049,-0.056,-0.011,-0.059,0.063,0.102,-0.053
'0:35.542',0.091,0.261,0.170,-0.176,-0.040,0.215,-0.093,-0.063,-0.044,-0.053,-0.009,-0.058,0.065,0.103,-0.056
'0:35.543',0.096,0.256,0.161,-0.176,-0.032,0.208,-0.096,-0.066,-0.049,-0.056,-0.012,-0.059,0.065,0.092,-0.054
'0:35.544',0.116,0.256,0.141,-0.186,-0.012,0.198,-0.101,-0.071,-0.054,-0.060,-0.017,-0.060,0.067,0.099,-0.054
'0:35.545',0.104,0.248,0.145,-0.176,-0.020,0.197,-0.103,-0.072,-0.054,-0.060,-0.013,-0.060,0.067,0.100,-0.055
'0:35.546',0.089,0.246,0.158,-0.168,-0.034,0.202,-0.103,-0.072,-0.054,-0.058,-0.012,-0.059,0.068,0.099,-0.055
'0:35.547',0.091,0.251,0.160,-0.172,-0.034,0.205,-0.097,-0.070,-0.051,-0.054,-0.007,-0.056,0.067,0.096,-0.053
'0:35.548',0.105,0.258,0.153,-0.182,-0.024,0.205,-0.094,-0.070,-0.051,-0.053,-0.004,-0.053,0.068,0.091,-0.053
'0:35.549',0.089,0.261,0.172,-0.175,-0.041,0.216,-0.093,-0.067,-0.045,-0.049,0.000,-0.045,0.069,0.084,-0.057
'0:35.550',0.082,0.254,0.172,-0.169,-0.045,0.213,-0.098,-0.072,-0.053,-0.054,-0.003,-0.051,0.067,0.085,-0.056
'0:35.551',0.106,0.257,0.150,-0.181,-0.021,0.203,-0.103,-0.079,-0.059,-0.060,-0.008,-0.059,0.067,0.094,-0.057
'0:35.552',0.102,0.264,0.162,-0.183,-0.029,0.212,-0.097,-0.073,-0.050,-0.052,0.001,-0.053,0.067,0.095,-0.057
'0:35.553',0.096,0.270,0.174,-0.183,-0.039,0.222,-0.092,-0.070,-0.046,-0.048,0.007,-0.046,0.068,0.099,-0.057
'0:35.554',0.098,0.264,0.166,-0.181,-0.034,0.214,-0.101,-0.078,-0.053,-0.053,0.002,-0.051,0.070,0.105,-0.056
'0:35.555',0.106,0.277,0.171,-0.192,-0.032,0.224,-0.100,-0.076,-0.050,-0.051,0.007,-0.049,0.071,0.107,-0.054
'0:35.556',0.112,0.292,0.181,-0.202,-0.035,0.237,-0.092,-0.071,-0.044,-0.045,0.013,-0.042,0.071,0.103,-0.056
'0:35.557',0.097,0.279,0.182,-0.189,-0.043,0.231,-0.098,-0.077,-0.053,-0.051,0.005,-0.048,0.071,0.103,-0.058
'0:35.558',0.095,0.285,0.191,-0.191,-0.048,0.238,-0.096,-0.074,-0.049,-0.046,0.011,-0.042,0.071,0.107,-0.056
'0:35.559',0.109,0.288,0.180,-0.199,-0.035,0.234,-0.095,-0.076,-0.051,-0.047,0.011,-0.039,0.072,0.108,-0.055
'0:35.560',0.090,0.266,0.176,-0.178,-0.043,0.221,-0.100,-0.085,-0.059,-0.052,0.005,-0.046,0.071,0.104,-0.055
'0:35.561',0.076,0.258,0.182,-0.167,-0.053,0.220,-0.103,-0.088,-0.061,-0.053,0.005,-0.046,0.071,0.100,-0.054
'0:35.562',0.091,0.270,0.179,-0.181,-0.044,0.225,-0.101,-0.086,-0.058,-0.051,0.009,-0.043,0.073,0.102,-0.055
'0:35.563',0.094,0.276,0.182,-0.185,-0.044,0.229,-0.096,-0.081,-0.053,-0.047,0.013,-0.041,0.071,0.107,-0.056
'0:35.564',0.105,0.267,0.162,-0.186,-0.028,0.214,-0.103,-0.087,-0.062,-0.055,0.002,-0.049,0.071,0.107,-0.056
'0:35.565',0.104,0.259,0.155,-0.182,-0.025,0.207,-0.107,-0.091,-0.067,-0.059,-0.007,-0.053,0.070,0.104,-0.056
'0:35.566',0.105,0.266,0.162,-0.185,-0.028,0.213,-0.107,-0.090,-0.066,-0.058,-0.006,-0.048,0.071,0.103,-0.056
'0:35.567',0.118,0.273,0.155,-0.196,-0.018,0.214,-0.106,-0.092,-0.066,-0.057,-0.004,-0.047,0.071,0.102,-0.056
'0:35.568',0.119,0.280,0.161,-0.200,-0.021,0.221,-0.099,-0.088,-0.062,-0.051,0.004,-0.041,0.071,0.105,-0.057
'0:35.569',0.127,0.288,0.162,-0.208,-0.017,0.225,-0.100,-0.089,-0.062,-0.051,0.006,-0.039,0.073,0.113,-0.057
'0:35.570',0.122,0.290,0.170,-0.206,-0.024,0.230,-0.100,-0.089,-0.064,-0.051,0.009,-0.038,0.074,0.114,-0.056
'0:35.571',0.105,0.281,0.176,-0.194,-0.035,0.229,-0.100,-0.089,-0.066,-0.051,0.009,-0.038,0.074,0.110,-0.056
'0:35.572',0.100,0.265,0.166,-0.182,-0.033,0.215,-0.111,-0.101,-0.076,-0.059,-0.002,-0.050,0.072,0.114,-0.056
'0:35.573',0.095,0.268,0.173,-0.181,-0.038,0.221,-0.113,-0.102,-0.076,-0.059,-0.003,-0.053,0.070,0.112,-0.056
'0:35.574',0.093,0.277,0.184,-0.185,-0.045,0.230,-0.106,-0.099,-0.072,-0.054,0.001,-0.049,0.070,0.106,-0.056
'0:35.575',0.074,0.278,0.204,-0.176,-0.065,0.241,-0.098,-0.094,-0.066,-0.048,0.008,-0.040,0.070,0.110,-0.055
'0:35.576',0.081,0.283,0.203,-0.182,-0.060,0.243,-0.100,-0.096,-0.069,-0.049,0.010,-0.041,0.070,0.116,-0.055
'0:35.577',0.120,0.292,0.172,-0.206,-0.026,0.232,-0.113,-0.107,-0.080,-0.060,-0.001,-0.050,0.072,0.120,-0.055
'0:35.578',0.112,0.298,0.186,-0.205,-0.037,0.242,-0.108,-0.102,-0.075,-0.055,0.006,-0.043,0.073,0.125,-0.053
'0:35.579',0.113,0.301,0.189,-0.207,-0.037,0.245,-0.105,-0.100,-0.072,-0.051,0.011,-0.040,0.074,0.122,-0.056
'0:35.580',0.110,0.296,0.187,-0.203,-0.038,0.241,-0.110,-0.104,-0.076,-0.053,0.006,-0.042,0.074,0.109,-0.055
'0:35.581',0.096,0.289,0.194,-0.193,-0.049,0.241,-0.108,-0.104,-0.077,-0.052,0.007,-0.041,0.074,0.115,-0.052
'0:35.582',0.116,0.294,0.179,-0.205,-0.032,0.236,-0.114,-0.108,-0.082,-0.056,0.003,-0.044,0.076,0.123,-0.054
'0:35.583',0.121,0.298,0.178,-0.210,-0.029,0.238,-0.115,-0.108,-0.083,-0.054,0.004,-0.042,0.076,0.124,-0.054
'0:35.584',0.113,0.292,0.180,-0.203,-0.034,0.236,-0.114,-0.107,-0.084,-0.054,0.006,-0.041,0.077,0.117,-0.054
'0:35.585',0.108,0.286,0.179,-0.198,-0.035,0.233,-0.117,-0.111,-0.084,-0.056,0.005,-0.041,0.077,0.113,-0.057
'0:35.586',0.102,0.283,0.181,-0.193,-0.039,0.232,-0.119,-0.113,-0.086,-0.057,0.003,-0.042,0.077,0.120,-0.057
'0:35.587',0.096,0.275,0.179,-0.186,-0.042,0.227,-0.121,-0.115,-0.089,-0.058,0.002,-0.043,0.076,0.119,-0.056
'0:35.588',0.118,0.296,0.178,-0.207,-0.030,0.237,-0.115,-0.108,-0.082,-0.049,0.012,-0.034,0.077,0.120,-0.056
'0:35.589',0.129,0.311,0.183,-0.221,-0.028,0.247,-0.113,-0.107,-0.080,-0.046,0.017,-0.030,0.079,0.122,-0.056
'0:35.590',0.105,0.295,0.191,-0.201,-0.043,0.243,-0.119,-0.115,-0.087,-0.053,0.011,-0.037,0.078,0.128,-0.056
'0:35.591',0.093,0.283,0.191,-0.189,-0.049,0.237,-0.123,-0.120,-0.091,-0.056,0.007,-0.041,0.076,0.129,-0.056
'0:35.592',0.094,0.287,0.194,-0.191,-0.050,0.241,-0.121,-0.121,-0.090,-0.055,0.009,-0.039,0.077,0.127,-0.056
'0:35.593',0.097,0.297,0.201,-0.197,-0.051,0.248,-0.118,-0.117,-0.089,-0.053,0.013,-0.036,0.076,0.135,-0.056
'0:35.594',0.092,0.294,0.203,-0.194,-0.055,0.248,-0.120,-0.121,-0.093,-0.056,0.011,-0.039,0.076,0.138,-0.055
'0:35.595',0.090,0.297,0.207,-0.194,-0.059,0.253,-0.121,-0.122,-0.095,-0.056,0.011,-0.038,0.077,0.140,-0.055
'0:35.596',0.093,0.301,0.209,-0.198,-0.058,0.256,-0.122,-0.123,-0.094,-0.054,0.013,-0.037,0.078,0.138,-0.055
'0:35.597',0.096,0.305,0.210,-0.201,-0.057,0.258,-0.121,-0.122,-0.093,-0.054,0.015,-0.035,0.079,0.143,-0.058
'0:35.598',0.093,0.304,0.212,-0.199,-0.059,0.258,-0.121,-0.123,-0.095,-0.055,0.014,-0.035,0.079,0.141,-0.056
'0:35.599',0.097,0.302,0.206,-0.200,-0.054,0.255,-0.124,-0.123,-0.095,-0.054,0.015,-0.034,0.080,0.138,-0.055
'0:35.600',0.103,0.303,0.201,-0.203,-0.049,0.253,-0.123,-0.123,-0.095,-0.052,0.017,-0.033,0.080,0.135,-0.055
'0:35.601',0.099,0.299,0.201,-0.199,-0.051,0.250,-0.123,-0.130,-0.100,-0.056,0.015,-0.035,0.080,0.136,-0.053
'0:35.602',0.102,0.300,0.198,-0.202,-0.048,0.249,-0.127,-0.130,-0.100,-0.056,0.016,-0.033,0.081,0.148,-0.055
'0:35.603',0.100,0.297,0.199,-0.199,-0.049,0.248,-0.128,-0.131,-0.100,-0.056,0.017,-0.032,0.081,0.141,-0.056
'0:35.604',0.095,0.295,0.201,-0.195,-0.053,0.248,-0.127,-0.130,-0.099,-0.054,0.018,-0.032,0.081,0.136,-0.057
'0:35.605',0.115,0.303,0.189,-0.209,-0.037,0.246,-0.130,-0.131,-0.102,-0.054,0.018,-0.032,0.081,0.138,-0.058
'0:35.606',0.119,0.312,0.194,-0.215,-0.037,0.253,-0.127,-0.128,-0.100,-0.051,0.024,-0.029,0.081,0.134,-0.059
'0:35.607',0.121,0.323,0.203,-0.222,-0.041,0.263,-0.120,-0.123,-0.095,-0.044,0.030,-0.022,0.080,0.130,-0.059
'0:35.608',0.129,0.316,0.187,-0.223,-0.029,0.252,-0.129,-0.133,-0.103,-0.051,0.023,-0.027,0.082,0.130,-0.060
'0:35.609',0.116,0.317,0.201,-0.216,-0.042,0.259,-0.129,-0.134,-0.104,-0.051,0.022,-0.026,0.083,0.129,-0.060
'0:35.610',0.102,0.330,0.228,-0.216,-0.062,0.279,-0.119,-0.126,-0.096,-0.042,0.033,-0.017,0.084,0.134,-0.061
'0:35.611',0.099,0.323,0.225,-0.211,-0.062,0.274,-0.122,-0.129,-0.099,-0.044,0.032,-0.019,0.082,0.149,-0.062
'0:35.612',0.121,0.343,0.223,-0.232,-0.051,0.283,-0.121,-0.125,-0.094,-0.038,0.037,-0.015,0.082,0.146,-0.062
'0:35.613',0.107,0.347,0.241,-0.228,-0.067,0.294,-0.118,-0.123,-0.089,-0.034,0.043,-0.010,0.083,0.145,-0.062
'0:35.614',0.072,0.310,0.238,-0.192,-0.083,0.275,-0.132,-0.139,-0.104,-0.046,0.029,-0.025,0.080,0.145,-0.064
'0:35.615',0.088,0.296,0.209,-0.193,-0.060,0.253,-0.149,-0.155,-0.122,-0.062,0.014,-0.038,0.082,0.144,-0.064
'0:35.616',0.109,0.319,0.210,-0.214,-0.050,0.265,-0.143,-0.150,-0.117,-0.059,0.019,-0.033,0.081,0.150,-0.064
'0:35.617',0.118,0.336,0.218,-0.227,-0.050,0.277,-0.137,-0.144,-0.110,-0.053,0.027,-0.026,0.081,0.155,-0.064
'0:35.618',0.111,0.326,0.215,-0.218,-0.052,0.271,-0.142,-0.152,-0.116,-0.057,0.024,-0.031,0.082,0.153,-0.064
'0:35.619',0.102,0.328,0.226,-0.215,-0.061,0.277,-0.140,-0.149,-0.112,-0.051,0.028,-0.026,0.080,0.153,-0.064
'0:35.620',0.099,0.334,0.234,-0.216,-0.068,0.284,-0.134,-0.141,-0.105,-0.045,0.035,-0.019,0.080,0.147,-0.063
'0:35.621',0.090,0.330,0.240,-0.210,-0.075,0.285,-0.136,-0.143,-0.106,-0.045,0.035,-0.019,0.079,0.147,-0.059
'0:35.622',0.088,0.322,0.234,-0.205,-0.072,0.278,-0.141,-0.147,-0.112,-0.050,0.031,-0.022,0.081,0.157,-0.058
'0:35.623',0.091,0.327,0.236,-0.209,-0.072,0.281,-0.137,-0.145,-0.108,-0.048,0.035,-0.019,0.081,0.154,-0.059
'0:35.624',0.094,0.335,0.241,-0.215,-0.073,0.288,-0.134,-0.142,-0.104,-0.042,0.042,-0.013,0.082,0.154,-0.060
'0:35.625',0.111,0.332,0.222,-0.222,-0.055,0.277,-0.141,-0.149,-0.111,-0.049,0.035,-0.018,0.084,0.160,-0.061
'0:35.626',0.122,0.332,0.209,-0.228,-0.043,0.271,-0.145,-0.153,-0.113,-0.051,0.033,-0.022,0.083,0.161,-0.062
'0:35.627',0.096,0.331,0.235,-0.213,-0.069,0.283,-0.138,-0.146,-0.106,-0.043,0.042,-0.013,0.083,0.150,-0.062
'0:35.628',0.100,0.329,0.229,-0.214,-0.065,0.279,-0.142,-0.151,-0.110,-0.045,0.038,-0.015,0.084,0.141,-0.063
'0:35.629',0.130,0.331,0.202,-0.230,-0.036,0.266,-0.152,-0.163,-0.121,-0.057,0.029,-0.025,0.085,0.148,-0.064
'0:35.630',0.121,0.338,0.217,-0.230,-0.048,0.278,-0.148,-0.161,-0.119,-0.053,0.033,-0.021,0.084,0.151,-0.064
'0:35.631',0.116,0.344,0.230,-0.230,-0.057,0.287,-0.139,-0.151,-0.111,-0.044,0.041,-0.013,0.084,0.148,-0.066
'0:35.632',0.127,0.350,0.225,-0.239,-0.049,0.287,-0.141,-0.152,-0.112,-0.043,0.041,-0.015,0.083,0.149,-0.067
'0:35.633',0.128,0.350,0.224,-0.239,-0.048,0.287,-0.145,-0.160,-0.117,-0.049,0.037,-0.019,0.082,0.149,-0.067
'0:35.634',0.123,0.353,0.231,-0.238,-0.053,0.291,-0.145,-0.162,-0.117,-0.046,0.038,-0.019,0.082,0.154,-0.066
'0:35.635',0.108,0.349,0.241,-0.229,-0.066,0.295,-0.147,-0.165,-0.119,-0.045,0.037,-0.021,0.082,0.159,-0.066
'0:35.636',0.091,0.338,0.247,-0.214,-0.078,0.292,-0.146,-0.165,-0.121,-0.045,0.035,-0.021,0.083,0.154,-0.066
'0:35.637',0.096,0.343,0.247,-0.220,-0.075,0.295,-0.145,-0.166,-0.120,-0.043,0.036,-0.017,0.085,0.166,-0.064
'0:35.638',0.097,0.347,0.252,-0.222,-0.077,0.299,-0.146,-0.165,-0.121,-0.043,0.036,-0.015,0.085,0.171,-0.064
'0:35.639',0.100,0.345,0.246,-0.223,-0.073,0.296,-0.146,-0.167,-0.124,-0.048,0.035,-0.017,0.084,0.168,-0.064
'0:35.640',0.106,0.343,0.237,-0.225,-0.066,0.290,-0.146,-0.169,-0.125,-0.050,0.034,-0.018,0.082,0.177,-0.062
'0:35.641',0.104,0.343,0.239,-0.224,-0.068,0.291,-0.147,-0.171,-0.124,-0.050,0.034,-0.018,0.082,0.173,-0.060
'0:35.642',0.108,0.344,0.236,-0.226,-0.064,0.290,-0.147,-0.172,-0.123,-0.050,0.035,-0.018,0.083,0.162,-0.060
'0:35.643',0.117,0.348,0.232,-0.233,-0.057,0.290,-0.146,-0.171,-0.122,-0.047,0.036,-0.015,0.085,0.157,-0.061
'0:35.644',0.123,0.350,0.228,-0.237,-0.052,0.289,-0.150,-0.172,-0.123,-0.050,0.036,-0.015,0.085,0.154,-0.061
'0:35.645',0.118,0.346,0.229,-0.233,-0.056,0.288,-0.151,-0.172,-0.123,-0.053,0.035,-0.017,0.084,0.157,-0.062
'0:35.646',0.113,0.344,0.233,-0.229,-0.059,0.288,-0.150,-0.172,-0.124,-0.053,0.034,-0.017,0.085,0.165,-0.062
'0:35.647',0.113,0.344,0.233,-0.229,-0.060,0.288,-0.146,-0.172,-0.123,-0.054,0.033,-0.015,0.084,0.162,-0.062
'0:35.648',0.117,0.350,0.234,-0.234,-0.058,0.292,-0.145,-0.170,-0.121,-0.053,0.036,-0.011,0.086,0.165,-0.062
'0:35.649',0.110,0.349,0.240,-0.230,-0.065,0.295,-0.149,-0.171,-0.121,-0.052,0.036,-0.011,0.086,0.165,-0.061
'0:35.650',0.100,0.348,0.248,-0.225,-0.074,0.298,-0.149,-0.172,-0.122,-0.053,0.034,-0.012,0.085,0.166,-0.063
'0:35.651',0.102,0.348,0.246,-0.226,-0.071,0.297,-0.149,-0.173,-0.122,-0.052,0.038,-0.012,0.085,0.168,-0.067
'0:35.652',0.103,0.351,0.249,-0.228,-0.072,0.300,-0.151,-0.172,-0.120,-0.050,0.040,-0.013,0.082,0.168,-0.067
'0:35.653',0.101,0.357,0.258,-0.229,-0.079,0.307,-0.148,-0.170,-0.117,-0.047,0.041,-0.011,0.081,0.170,-0.068
'0:35.654',0.096,0.356,0.261,-0.227,-0.082,0.309,-0.148,-0.173,-0.118,-0.049,0.041,-0.013,0.080,0.176,-0.070
'0:35.655',0.099,0.361,0.263,-0.230,-0.082,0.312,-0.150,-0.176,-0.119,-0.049,0.041,-0.013,0.080,0.196,-0.072
'0:35.656',0.104,0.367,0.264,-0.236,-0.079,0.315,-0.148,-0.173,-0.118,-0.046,0.043,-0.011,0.080,0.199,-0.075
'0:35.657',0.109,0.372,0.264,-0.241,-0.077,0.318,-0.147,-0.171,-0.116,-0.044,0.043,-0.011,0.080,0.198,-0.076
'0:35.658',0.106,0.374,0.268,-0.240,-0.081,0.321,-0.144,-0.171,-0.113,-0.042,0.043,-0.015,0.076,0.197,-0.077
'0:35.659',0.110,0.375,0.267,-0.242,-0.078,0.321,-0.141,-0.168,-0.110,-0.038,0.046,-0.012,0.075,0.192,-0.081
'0:35.660',0.116,0.378,0.262,-0.247,-0.073,0.320,-0.143,-0.167,-0.110,-0.035,0.048,-0.008,0.078,0.199,-0.083
'0:35.661',0.115,0.383,0.268,-0.249,-0.076,0.326,-0.146,-0.172,-0.112,-0.035,0.048,-0.009,0.078,0.199,-0.083
'0:35.662',0.117,0.386,0.269,-0.252,-0.075,0.327,-0.144,-0.172,-0.111,-0.033,0.051,-0.004,0.080,0.203,-0.085
'0:35.663',0.121,0.387,0.266,-0.254,-0.072,0.326,-0.141,-0.169,-0.107,-0.030,0.052,-0.004,0.080,0.210,-0.090
'0:35.664',0.127,0.391,0.265,-0.259,-0.069,0.328,-0.139,-0.168,-0.103,-0.027,0.057,-0.003,0.079,0.216,-0.095
'0:35.665',0.126,0.390,0.265,-0.259,-0.070,0.328,-0.138,-0.169,-0.102,-0.026,0.059,0.001,0.081,0.224,-0.097
'0:35.666',0.123,0.391,0.268,-0.258,-0.071,0.329,-0.135,-0.170,-0.103,-0.025,0.059,0.002,0.081,0.221,-0.098
'0:35.667',0.118,0.391,0.273,-0.255,-0.077,0.332,-0.132,-0.170,-0.101,-0.023,0.062,0.002,0.079,0.223,-0.098
'0:35.668',0.117,0.397,0.280,-0.257,-0.081,0.338,-0.129,-0.169,-0.099,-0.021,0.065,0.004,0.077,0.233,-0.102
'0:35.669',0.126,0.406,0.281,-0.267,-0.077,0.344,-0.128,-0.171,-0.099,-0.021,0.066,0.006,0.078,0.242,-0.104
'0:35.670',0.123,0.409,0.286,-0.267,-0.082,0.348,-0.129,-0.171,-0.098,-0.019,0.068,0.008,0.077,0.241,-0.107
'0:35.671',0.116,0.411,0.296,-0.264,-0.090,0.354,-0.126,-0.168,-0.094,-0.015,0.072,0.013,0.079,0.241,-0.111
'0:35.672',0.113,0.415,0.303,-0.264,-0.095,0.359,-0.124,-0.168,-0.091,-0.012,0.075,0.015,0.080,0.247,-0.112
'0:35.673',0.112,0.420,0.309,-0.267,-0.099,0.365,-0.121,-0.167,-0.089,-0.011,0.076,0.015,0.079,0.255,-0.112
'0:35.674',0.111,0.423,0.313,-0.267,-0.101,0.368,-0.119,-0.168,-0.090,-0.011,0.077,0.015,0.078,0.258,-0.114
'0:35.675',0.117,0.440,0.324,-0.279,-0.103,0.382,-0.111,-0.162,-0.083,-0.004,0.086,0.023,0.076,0.257,-0.116
'0:35.676',0.117,0.446,0.330,-0.281,-0.106,0.388,-0.108,-0.162,-0.081,-0.001,0.086,0.025,0.076,0.261,-0.115
'0:35.677',0.111,0.428,0.318,-0.270,-0.103,0.373,-0.116,-0.172,-0.095,-0.012,0.076,0.015,0.076,0.268,-0.117
'0:35.678',0.104,0.425,0.323,-0.265,-0.109,0.374,-0.116,-0.173,-0.097,-0.015,0.076,0.011,0.076,0.273,-0.117
'0:35.679',0.118,0.445,0.327,-0.282,-0.104,0.386,-0.106,-0.168,-0.086,-0.004,0.087,0.022,0.075,0.270,-0.118
'0:35.680',0.138,0.463,0.326,-0.300,-0.094,0.394,-0.101,-0.163,-0.081,0.005,0.096,0.032,0.077,0.269,-0.121
'0:35.681',0.106,0.437,0.331,-0.272,-0.113,0.384,-0.110,-0.172,-0.087,-0.003,0.088,0.025,0.079,0.269,-0.121
'0:35.682',0.098,0.425,0.328,-0.262,-0.115,0.376,-0.116,-0.175,-0.090,-0.005,0.086,0.021,0.081,0.269,-0.121
'0:35.683',0.135,0.453,0.319,-0.293,-0.092,0.386,-0.110,-0.165,-0.079,0.006,0.096,0.033,0.086,0.273,-0.120
'0:35.684',0.141,0.455,0.314,-0.298,-0.086,0.384,-0.116,-0.167,-0.076,0.007,0.097,0.034,0.089,0.274,-0.121
'0:35.685',0.109,0.422,0.313,-0.266,-0.102,0.367,-0.138,-0.183,-0.089,-0.004,0.086,0.022,0.091,0.278,-0.120
'0:35.686',0.099,0.412,0.314,-0.256,-0.107,0.363,-0.148,-0.189,-0.090,-0.006,0.085,0.021,0.092,0.275,-0.120
'0:35.687',0.118,0.436,0.319,-0.278,-0.100,0.378,-0.145,-0.181,-0.082,0.003,0.091,0.029,0.091,0.269,-0.119
'0:35.688',0.122,0.441,0.320,-0.281,-0.099,0.380,-0.150,-0.178,-0.082,0.004,0.093,0.032,0.092,0.265,-0.119
'0:35.689',0.118,0.439,0.322,-0.279,-0.102,0.381,-0.163,-0.183,-0.085,-0.002,0.091,0.029,0.095,0.266,-0.117
'0:35.690',0.134,0.457,0.324,-0.295,-0.095,0.390,-0.173,-0.191,-0.085,-0.003,0.091,0.029,0.096,0.270,-0.114
'0:35.691',0.146,0.464,0.319,-0.305,-0.086,0.392,-0.188,-0.196,-0.085,-0.001,0.092,0.033,0.098,0.271,-0.113
'0:35.692',0.118,0.449,0.331,-0.283,-0.106,0.390,-0.205,-0.203,-0.088,-0.002,0.091,0.032,0.100,0.271,-0.109
'0:35.693',0.117,0.450,0.333,-0.283,-0.107,0.391,-0.212,-0.205,-0.089,-0.004,0.089,0.032,0.102,0.263,-0.103
'0:35.694',0.128,0.459,0.331,-0.293,-0.101,0.395,-0.211,-0.201,-0.088,-0.004,0.092,0.034,0.107,0.255,-0.095
'0:35.695',0.128,0.453,0.326,-0.290,-0.099,0.390,-0.221,-0.205,-0.092,-0.007,0.086,0.028,0.107,0.255,-0.092
'0:35.696',0.148,0.455,0.307,-0.301,-0.080,0.381,-0.232,-0.209,-0.098,-0.012,0.082,0.022,0.111,0.258,-0.089
'0:35.697',0.136,0.452,0.316,-0.294,-0.090,0.384,-0.234,-0.210,-0.096,-0.011,0.084,0.026,0.114,0.253,-0.085
'0:35.698',0.133,0.451,0.320,-0.292,-0.093,0.385,-0.238,-0.209,-0.095,-0.007,0.086,0.028,0.117,0.247,-0.078
'0:35.699',0.155,0.457,0.301,-0.306,-0.072,0.379,-0.241,-0.208,-0.094,-0.005,0.088,0.029,0.121,0.244,-0.073
'0:35.700',0.153,0.459,0.306,-0.306,-0.076,0.383,-0.236,-0.204,-0.091,-0.001,0.089,0.032,0.121,0.247,-0.072
'0:35.701',0.166,0.457,0.292,-0.311,-0.063,0.374,-0.247,-0.213,-0.100,-0.007,0.081,0.026,0.123,0.257,-0.068
'0:35.702',0.169,0.461,0.292,-0.315,-0.061,0.376,-0.250,-0.219,-0.101,-0.007,0.082,0.027,0.125,0.257,-0.066
'0:35.703',0.150,0.468,0.319,-0.309,-0.084,0.394,-0.238,-0.205,-0.089,0.005,0.095,0.041,0.128,0.264,-0.066
'0:35.704',0.163,0.469,0.307,-0.316,-0.072,0.389,-0.238,-0.204,-0.089,0.005,0.095,0.041,0.131,0.264,-0.068
'0:35.705',0.197,0.471,0.275,-0.335,-0.038,0.373,-0.244,-0.214,-0.099,-0.004,0.086,0.031,0.131,0.261,-0.067
'0:35.706',0.216,0.471,0.256,-0.344,-0.020,0.364,-0.248,-0.222,-0.106,-0.009,0.083,0.025,0.129,0.265,-0.066
'0:35.707',0.189,0.464,0.276,-0.327,-0.043,0.370,-0.243,-0.223,-0.108,-0.007,0.088,0.029,0.126,0.263,-0.063
